id,observed_on,species_common,species_scientific,latitude,longitude,place_guess,quality_grade,native,introduced,threatened
364321214,2026-05-22,Indiscriminate Cuckoo Bumble Bee,Bombus insularis,34.785755,-118.997475,"Los Padres National Forest, Frazier Park, CA, US",research,True,False,False
364240532,2026-05-22,Western Honey Bee,Apis mellifera,34.4593861111,-117.291358333,"Hesperia, CA, USA",research,False,True,False
364194244,2026-05-20,California Bumble Bee,Bombus californicus,34.1491843503,-118.961194755,"Ventura County, CA, USA",research,True,False,False
364179274,2026-05-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,33.0435348013,-116.642474577,"San Diego County, CA, USA",research,True,False,False
364179210,2026-05-21,Urbane Digger Bee,Anthophora urbana,33.0429980591,-116.652908985,"San Diego County, CA, USA",research,True,False,False
364166636,2026-05-19,Western Honey Bee,Apis mellifera,33.5315575681,-117.71068401,"Laguna Niguel, CA, USA",research,False,True,False
364165678,2026-05-19,Yellow-faced Bumble Bee,Bombus vosnesenskii,33.531480574,-117.710737889,"Laguna Niguel, CA, USA",research,True,False,False
364163520,2026-05-22,Western Honey Bee,Apis mellifera,33.5914849756,-116.441490279,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",research,False,True,False
364163428,2026-05-21,Arizona Small carpenter,Ceratina arizonensis,33.0172572831,-116.708666775,"San Diego County, CA, USA",research,False,False,False
364163413,2026-05-21,Oval-headed Sweat Bee,Lasioglossum ovaliceps,33.0172572831,-116.708666775,"San Diego County, CA, USA",research,True,False,False
364153829,2026-05-21,Crotch's Bumble Bee,Bombus crotchii,34.2201,-118.7963,"Proposed Cosca Trail, Thousand Oaks, CA, US",research,True,False,True
364148053,2026-05-22,Western Honey Bee,Apis mellifera,33.9545166667,-117.306428333,"Harvard Way, Riverside, CA, US",research,False,True,False
364138575,2026-05-22,Western Honey Bee,Apis mellifera,33.00243055,-117.235466667,"San Dieguito County Park, Del Mar, CA, US",research,False,True,False
364135760,2026-05-22,Western Honey Bee,Apis mellifera,33.5533722997,-117.7192265,"Alicia-Aliso Creek, Laguna Niguel, CA 92677, USA",research,False,True,False
364125084,2026-05-22,Crotch's Bumble Bee,Bombus crotchii,34.3054726283,-118.908284739,"California, US",research,True,False,True
364112901,2026-05-22,Tripartite Sweat Bee,Halictus tripartitus,34.419915,-119.7251618,"1914 Robbins St, Santa Barbara, CA 93101, USA",research,True,False,False
364103126,2026-05-22,Western Honey Bee,Apis mellifera,33.6128281191,-117.804234417,"Turtle Ridge, Irvine, CA 92603, USA",research,False,True,False
364097419,2026-05-22,Western Honey Bee,Apis mellifera,33.62945822,-117.807780198,"Turtle Rock, Irvine, CA, USA",research,False,True,False
364090262,2026-05-22,Western Honey Bee,Apis mellifera,33.0202516667,-117.10328,"4S Ranch, San Diego, CA 92127, USA",research,False,True,False
364089959,2026-05-22,Western Honey Bee,Apis mellifera,33.821379069,-117.774104364,"Orange, CA 92869, USA",research,False,True,False
364085717,2026-05-22,Western Honey Bee,Apis mellifera,33.8166384715,-117.76685603,"Orange, CA 92869, USA",research,False,True,False
364082957,2026-05-20,Western Honey Bee,Apis mellifera,34.3110620696,-118.514234719,"Los Angeles County, US-CA, US",research,False,True,False
364081998,2026-05-19,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.7466716667,-117.234855,"Banning St, San Diego, CA, US",research,True,False,False
364074835,2026-05-22,California Bumble Bee,Bombus californicus,34.4217866667,-119.882866667,"Pacific Coast Dr, Goleta, CA, US",research,True,False,False
364063032,2026-05-22,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.0743267441,-118.45493496,"Westwood, Los Angeles, CA, USA",research,True,False,False
364060833,2026-05-22,Western Honey Bee,Apis mellifera,32.9341829,-117.0459999,"Poway, CA, USA",research,False,True,False
364053702,2026-05-21,Western Honey Bee,Apis mellifera,34.01775,-118.467888333,"20th St, Santa Monica, CA, US",research,False,True,False
364040857,2026-05-22,Western Honey Bee,Apis mellifera,33.9797866667,-118.347663333,"North Park, Inglewood, CA, US",research,False,True,False
364040548,2026-05-05,Western Honey Bee,Apis mellifera,32.739375,-117.134147167,"28th St, San Diego, CA, US",research,False,True,False
364035235,2026-05-22,Western Honey Bee,Apis mellifera,34.1976816,-119.1774639,"Oxnard, CA, USA",research,False,True,False
364016730,2026-05-22,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.7708055556,-116.953741667,"Casa De Oro-Mount Helix, CA, USA",research,True,False,False
363979716,2026-05-21,California Digger-cuckoo Bee,Brachymelecta californica,34.300775,-119.198228333,"Ventura Hillsides, Ventura, CA, US",research,True,False,False
363978310,2026-05-21,Crotch's Bumble Bee,Bombus crotchii,35.0872945,-119.718566667,"Carrizo Plain National Monument, San Luis Obispo County, US-CA, US",research,True,False,True
363905719,2026-05-20,Fine striped sweat bee,Agapostemon subtilior,33.0857526593,-117.253862709,"Nueva Castilla Way, Carlsbad, CA, US",research,True,False,False
363903478,2026-05-20,Western Honey Bee,Apis mellifera,32.6789722222,-116.822805556,"Jamul, CA 91935, USA",research,False,True,False
363893352,2026-05-20,Western Honey Bee,Apis mellifera,32.6895111111,-116.816230556,"Jamul, CA 91935, USA",research,False,True,False
363887329,2026-05-21,Bindweed Turret Bee,Diadasia bituberculata,34.1762825605,-119.03677769,"Ventura County, CA, USA",research,True,False,False
363883798,2024-04-23,Western Honey Bee,Apis mellifera,33.7047466667,-118.022566667,"Collie Ln, Huntington Beach, CA, US",research,False,True,False
363870762,2026-05-10,Tripartite Sweat Bee,Halictus tripartitus,34.4055966667,-119.8441,"UCSB Campus Point, Goleta, CA, US",research,True,False,False
363866521,2026-05-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,35.3081277778,-120.661869444,"16B, San Luis Obispo, CA 93407, USA",research,True,False,False
363861376,2026-05-21,Western Honey Bee,Apis mellifera,33.0167364,-117.1115111,"4S Ranch, San Diego, CA 92127, USA",research,False,True,False
363861071,2026-03-23,Valley Carpenter Bee,Xylocopa sonorina,34.4201916667,-119.858605,"Goleta, CA, US",research,True,False,False
363857737,2026-05-10,Fine striped sweat bee,Agapostemon subtilior,34.4055633333,-119.8441,"UCSB Campus Point, Goleta, CA, US",research,True,False,False
363857514,2026-05-10,Fine striped sweat bee,Agapostemon subtilior,34.405575,-119.845475,"UCSB Campus Point, Goleta, CA, US",research,True,False,False
363857259,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.8948466667,-116.503355,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363851627,2026-05-21,Fine striped sweat bee,Agapostemon subtilior,33.7167151,-118.31506,"White Point Nature Education Center and Preserve, 1600 W Paseo Del Mar, San Pedro, CA 90731, USA",research,True,False,False
363850934,2026-05-21,California Bumble Bee,Bombus californicus,34.2954918167,-118.92648823,"California, US",research,True,False,False
363850917,2026-05-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.3319450933,-118.879139058,"California, US",research,True,False,False
363850915,2026-05-21,California Bumble Bee,Bombus californicus,34.2047519492,-118.858814395,"California, US",research,True,False,False
363850913,2026-05-21,Crotch's Bumble Bee,Bombus crotchii,34.3060957081,-118.946213738,"California, US",research,True,False,True
363850911,2026-05-21,California Bumble Bee,Bombus californicus,34.392412844,-118.836515009,"California, US",research,True,False,False
363850909,2026-05-21,California Bumble Bee,Bombus californicus,34.360818862,-118.893930686,"California, US",research,True,False,False
363850679,2026-05-21,Western Honey Bee,Apis mellifera,33.58441351,-117.732111562,"Aliso Viejo, CA, USA",research,False,True,False
363850077,2026-05-21,Crotch's Bumble Bee,Bombus crotchii,33.72183,-116.902405,"Hemet, CA, US",research,True,False,True
363848208,2026-05-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.7608450315,-116.998571889,"Casa De Oro-Mount Helix, CA, USA",research,True,False,False
363844761,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,33.8854721882,-118.093025242,"Norwalk, CA, US",research,True,False,True
363837388,2026-05-21,Western Honey Bee,Apis mellifera,32.711535068,-117.126056632,"Market St, San Diego, CA, US",research,False,True,False
363834725,2026-05-20,Sonoran Bumble Bee,Bombus sonorus,33.9692833333,-118.423988333,"Ballona Discovery Park, Los Angeles, CA, US",research,True,False,True
363829253,2026-05-21,Western Honey Bee,Apis mellifera,34.0246,-118.414741667,"Glendon Ave, Los Angeles, CA, US",research,False,True,False
363824615,2026-05-21,California Bumble Bee,Bombus californicus,34.3113833333,-119.198158333,"Ventura Hillsides, Ventura, CA, US",research,True,False,False
363823863,2026-05-21,Clarkia Evening Bee,Hesperapis regularis,34.238508,-118.359018,10459 Tuxford St,research,True,False,False
363823748,2026-05-21,Western Honey Bee,Apis mellifera,34.1678967787,-118.353786325,"Los Angeles County, US-CA, US",research,False,True,False
363823628,2026-05-21,Ligated Furrow Bee,Halictus ligatus,34.4107819886,-119.733422316,"Elings Park, Santa Barbara, CA, USA",research,True,False,False
363814810,2026-05-21,Valley Carpenter Bee,Xylocopa sonorina,34.1477388333,-118.426103333,"Greenbush Ave, Los Angeles, CA, US",research,True,False,False
363814661,2026-05-21,Western Honey Bee,Apis mellifera,34.1113388333,-118.270661667,"Ettrick St, Los Angeles, CA, US",research,False,True,False
363805566,2026-05-21,Ligated Furrow Bee,Halictus ligatus,32.8267216667,-117.0668945,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363800718,2026-05-21,Ligated Furrow Bee,Halictus ligatus,32.828455,-117.068322167,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363798728,2026-05-21,Ligated Furrow Bee,Halictus ligatus,32.828655,-117.068458333,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363798678,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.8939216667,-116.496871667,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363798211,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.89358,-116.496483333,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363797326,2026-05-21,Ligated Furrow Bee,Halictus ligatus,32.82845,-117.068313833,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363795709,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.8935866667,-116.496461667,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363790658,2026-05-21,Rhus Fairy Bee,Perdita rhois,32.8247716667,-117.0718695,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363787230,2026-04-02,Western Honey Bee,Apis mellifera,33.9682883333,-117.374245,"Commerce St, Riverside, CA, US",research,False,True,False
363785604,2026-05-21,Wide-striped Sweat Bee,Halictus farinosus,34.9530163658,-120.435719378,"Broadway at Town Center West, Santa Maria, CA 93458, USA",research,True,False,False
363782305,2026-05-21,Ligated Furrow Bee,Halictus ligatus,32.8231416667,-117.078338833,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363782158,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.892525,-116.492133333,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363775177,2026-05-17,Black-tailed Bumble Bee,Bombus melanopygus,32.9381533333,-116.585411667,"Fir Trail, Julian, CA, US",research,True,False,False
363774172,2026-05-11,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.2277,-118.8552,"Northwood Field, Thousand Oaks, CA, US",research,True,False,False
363773721,2026-05-21,Peridot Sweat Bee,Augochlorella pomoniella,32.8217966667,-117.01489,"Santee, CA, USA",research,True,False,False
363773680,2026-05-21,Rhus Fairy Bee,Perdita rhois,32.8204566667,-117.011513333,"Santee, CA, USA",research,True,False,False
363770586,2026-05-10,Crotch's Bumble Bee,Bombus crotchii,35.4575486997,-118.0691108,"Kern County, CA, USA",research,True,False,True
363769029,2026-05-13,Crotch's Bumble Bee,Bombus crotchii,35.4625770997,-118.0709139,"Kern County, CA, USA",research,True,False,True
363763840,2026-05-10,Prunus Miner Bee,Andrena prunorum,33.9521476793,-117.264064436,"Moreno Valley, CA, USA",research,True,False,False
363758187,2026-05-21,Sonoran Bumble Bee,Bombus sonorus,33.8931283333,-117.97587,"Ralph B. Clark Regional Park, Fullerton, CA, US",research,True,False,True
363755421,2026-05-21,Fine striped sweat bee,Agapostemon subtilior,32.8238388889,-117.023161111,"Lake Murray, San Diego, CA, USA",research,True,False,False
363743978,2026-04-26,Western Honey Bee,Apis mellifera,33.6781523,-117.1607991,"La Piedra + Bayport, Menifee, CA 92584, USA",research,False,True,False
363740238,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,35.1558805189,-118.085713357,"Kern County, US-CA, US",research,True,False,True
363739240,2026-05-21,Valley Carpenter Bee,Xylocopa sonorina,34.1121833333,-118.180396667,"Thorne St, Los Angeles, CA, US",research,True,False,False
363731650,2026-04-10,Western Honey Bee,Apis mellifera,34.0681030741,-118.991029467,"Deer Creek Rd, Malibu, CA, US",research,False,True,False
363722663,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.8942666667,-116.489288333,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363720663,2026-05-21,Tansy Mustard Sweat Bee,Lasioglossum sisymbrii,32.8453216667,-117.0458305,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363719849,2026-05-21,Wide-striped Sweat Bee,Halictus farinosus,34.1291028405,-118.110817794,"San Marino, CA, US",research,True,False,False
363711381,2026-05-19,Western Honey Bee,Apis mellifera,32.8576866667,-116.96997,"N Magnolia Ave, Santee, CA, US",research,False,True,False
363711309,2026-05-21,California Bumble Bee,Bombus californicus,35.37172,-120.856063333,"Morro Bay, CA, US",research,True,False,False
363700200,2026-05-21,Western Honey Bee,Apis mellifera,33.8464992167,-118.368402924,"Torrance, CA 90503, USA",research,False,True,False
363689289,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.8941083333,-116.489371667,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363684263,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.8937616667,-116.489441667,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363684159,2026-05-01,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.7389,-117.165922222,"Bankers Hill, San Diego, Californie, États-Unis",research,True,False,False
363684154,2026-05-01,California Digger Bee,Anthophora californica,32.7524097661,-117.228792475,"Point Loma Heights, San Diego, CA, États-Unis",research,True,False,False
363683807,2026-05-21,Valley Carpenter Bee,Xylocopa sonorina,34.1811718466,-118.278984446,"W Mountain St, Glendale, CA, US",research,True,False,False
363668336,2026-05-18,Western Honey Bee,Apis mellifera,35.1356059387,-118.189307467,"Kern County, US-CA, US",research,False,True,False
363666995,2026-05-20,Nomad Bees,Nomada,32.8939466667,-116.489425,"Cleveland National Forest, Descanso, CA, US",research,False,False,False
363663573,2026-02-23,Western Honey Bee,Apis mellifera,34.3830833458,-119.486121667,"Rincon Beach Park, Carpinteria, CA, US",research,False,True,False
363661496,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.8969466667,-116.485755,"Cleveland National Forest, Descanso, CA, US",research,True,False,False
363616182,2026-05-18,Ligated Furrow Bee,Halictus ligatus,33.5357366667,-117.177558333,"Elm St, Murrieta, CA, US",research,True,False,False
363606782,2026-05-18,Ochraceous Chimney Bee,Diadasia ochracea,33.6325532196,-116.621472909,"Riverside County, US-CA, US",research,True,False,False
363593645,2026-05-20,Western Honey Bee,Apis mellifera,34.2225824621,-118.062757121,"San Gabriel Mountains National Monument, Pasadena, CA, US",research,False,True,False
363587461,2026-05-19,Crotch's Bumble Bee,Bombus crotchii,34.8254342813,-118.091015793,"California, US",research,True,False,True
363587460,2026-05-19,Crotch's Bumble Bee,Bombus crotchii,34.8833441168,-118.085396991,"California, US",research,True,False,True
363586519,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,35.1420265847,-118.198005313,"Kern County, US-CA, US",research,True,False,True
363585870,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,35.0521794651,-118.140876515,"Kern County, US-CA, US",research,True,False,True
363585040,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,35.193048047,-118.021234933,"Kern County, US-CA, US",research,True,False,True
363584284,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,35.0643463992,-118.042263498,"Kern County, US-CA, US",research,True,False,True
363573384,2026-05-18,Tripartite Sweat Bee,Halictus tripartitus,34.1366477208,-118.21338784,"Yosemite / Del Rosa Walk, Los Angeles, CA 90041, USA",research,True,False,False
363572987,2026-05-18,Western Honey Bee,Apis mellifera,34.1366299602,-118.21339421,"Eagle Rock / Chickasaw, Los Angeles, CA 90041, USA",research,False,True,False
363572483,2026-05-10,Tripartite Sweat Bee,Halictus tripartitus,34.287625,-119.292495,"Grant Pk Fuel Break Rd, Ventura, CA, US",research,True,False,False
363570014,2026-05-20,Western Honey Bee,Apis mellifera,34.0888812809,-118.197548288,"Montecito Heights, Los Angeles, CA, USA",research,False,True,False
363565396,2026-05-20,Van Dyke's Bumble Bee,Bombus vandykei,34.2396583333,-117.762061667,"San Gabriel Mountains National Monument, La Verne, CA, US",research,True,False,False
363563805,2026-05-20,Northern Rotund-Resin Bee,Anthidiellum notatum,34.2315139,-118.446376777,"Panorama City, Los Angeles, CA, USA",research,True,False,False
363562977,2026-05-20,Black-tailed Bumble Bee,Bombus melanopygus,32.934345,-116.482553333,"Anza-Borrego Desert State Park, Descanso, CA, US",research,True,False,False
363557237,2026-05-20,California Fairy Bee,Perdita californica,32.9198358539,-117.252496875,"La Jolla, San Diego, CA, USA",research,True,False,False
363557234,2026-05-20,California Fairy Bee,Perdita californica,32.9184647153,-117.25507503,"La Jolla, San Diego, CA, USA",research,True,False,False
363556623,2025-07-27,Western Honey Bee,Apis mellifera,33.8735850853,-118.365933874,"North Redondo, Redondo Beach, CA 90278, USA",research,False,True,False
363556178,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.7139535,-118.4998943,"Elizabeth Lake, CA 93532, USA",research,True,False,False
363554461,2026-05-20,Honey-tailed Striped Sweat Bee,Agapostemon melliventris,32.7956066846,-117.230470366,"Pacific Beach, San Diego, CA, USA",research,True,False,False
363553224,2026-05-20,Western Honey Bee,Apis mellifera,33.6052916667,-117.799911111,"Newport Coast, Newport Beach, CA, USA",research,False,True,False
363553113,2026-05-20,Fine striped sweat bee,Agapostemon subtilior,32.8711133333,-116.510116667,"Cleveland National Forest, Pine Valley, CA, US",research,True,False,False
363552695,2026-05-20,Tansy Mustard Sweat Bee,Lasioglossum sisymbrii,33.5663704997,-117.8214446,"Laguna Beach, CA 92651, USA",research,True,False,False
363550422,2026-05-20,Wide-striped Sweat Bee,Halictus farinosus,32.8711583333,-116.509811667,"Cleveland National Forest, Pine Valley, CA, US",research,True,False,False
363546737,2026-05-20,Crotch's Bumble Bee,Bombus crotchii,35.6404716667,-120.667861667,"Montebello Oaks Dr, Paso Robles, CA, US",research,True,False,True
363546327,2026-05-13,Western Honey Bee,Apis mellifera,32.6862283,-117.0500016,"Paradise Valley Rd & Potomac St, San Diego, CA 92139, USA",research,False,True,False
363546220,2026-05-13,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.6862945556,-117.050102222,"Paradise Valley Rd & Potomac St, San Diego, CA 92139, USA",research,True,False,False
363545153,2026-05-19,Fine striped sweat bee,Agapostemon subtilior,33.9198503882,-117.826759812,"Discovery Center, Chino Hills State Park, Brea, CA, USA",research,True,False,False
363543724,2026-05-20,Peridot Sweat Bee,Augochlorella pomoniella,33.5468694444,-116.576022222,"Anza, CA 92539, USA",research,True,False,False
363539881,2026-05-20,Tansy Mustard Sweat Bee,Lasioglossum sisymbrii,34.1080610265,-118.415447153,"Los Angeles County, CA, USA",research,True,False,False
363537793,2023-08-03,Western Honey Bee,Apis mellifera,34.2453519722,-118.525525,"Zelzah / Superior, Los Angeles, CA 91330, USA",research,False,True,False
363537056,2023-04-25,Western Honey Bee,Apis mellifera,34.2627439706,-118.585198947,"Los Angeles County, US-CA, US",research,False,True,False
363532745,2026-05-17,Valley Carpenter Bee,Xylocopa sonorina,32.8385407802,-117.09555295,"Portobelo Dr, San Diego, CA, US",research,True,False,False
363531960,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.9001278041,-120.236045333,"Santa Barbara County, US-CA, US",research,True,False,False
363519389,2026-05-20,Western Honey Bee,Apis mellifera,33.6048338394,-116.439215275,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",research,False,True,False
363518475,2026-05-20,Western Honey Bee,Apis mellifera,34.0223888333,-118.489661667,"Santa Monica College - Performing Arts Center, Santa Monica, CA, US",research,False,True,False
363517315,2026-05-19,Western Honey Bee,Apis mellifera,32.672466581,-117.024635741,"Sweetwater Regional Park (Morrison Pond); Bonita, California",research,False,True,False
363515854,2026-05-20,Valley Carpenter Bee,Xylocopa sonorina,33.8400071062,-117.992539673,"California, US",research,True,False,False
363509790,2026-05-20,Crotch's Bumble Bee,Bombus crotchii,34.662834772,-118.417155215,"California, US",research,True,False,True
363508269,2026-05-20,Western Honey Bee,Apis mellifera,32.7524522618,-117.252767144,"Ocean Beach, San Diego, CA, USA",research,False,True,False
363505593,2026-05-20,Ligated Furrow Bee,Halictus ligatus,32.7022466667,-117.037972167,"Aquamarine Rd, San Diego, CA, US",research,True,False,False
363503223,2026-05-20,Western Honey Bee,Apis mellifera,32.7539537448,-117.252921474,"Ocean Beach, San Diego, CA, USA",research,False,True,False
363502275,2026-05-15,Globe Mallow Bee,Diadasia diminuta,34.1505758367,-118.981406653,"Newbury Park, Thousand Oaks, CA 91320, USA",research,True,False,False
363495189,2026-05-20,Western Honey Bee,Apis mellifera,34.093979884,-118.263563418,"Silver Lake Blvd, Los Angeles, CA, US",research,False,True,False
363494427,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.940785,-117.250876667,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
363493320,2026-05-16,Western Honey Bee,Apis mellifera,33.987613,-116.0144052,"XXQP+7J, Pinto Wye, CA, USA",research,False,True,False
363491882,2026-05-20,Western Honey Bee,Apis mellifera,34.0152989584,-117.449904755,"Jurupa Valley, CA 92509, USA",research,False,True,False
363490933,2026-05-11,Peridot Sweat Bee,Augochlorella pomoniella,32.9241879722,-117.257234972,"La Jolla, San Diego, CA, USA",research,True,False,False
363490733,2026-05-20,California Bumble Bee,Bombus californicus,32.8366916667,-117.074591667,"Mission Trails Regional Park, San Diego, CA, US",research,True,False,False
363488675,2026-05-11,California Bumble Bee,Bombus californicus,32.9241939167,-117.257236,"La Jolla, San Diego, CA, USA",research,True,False,False
363487431,2026-05-11,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9248189167,-117.257597944,"La Jolla, San Diego, CA, USA",research,True,False,False
363486445,2026-05-11,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9248319444,-117.257582917,"La Jolla, San Diego, CA, USA",research,True,False,False
363485712,2026-05-20,,Perdita hirticeps,32.9392666667,-117.252061667,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
363484888,2026-05-18,Crotch's Bumble Bee,Bombus crotchii,33.8852748889,-118.093186453,"Norwalk, CA, US",research,True,False,True
363483042,2024-11-08,Western Honey Bee,Apis mellifera,32.7215166667,-117.256936667,"Sunset Cliffs Blvd, San Diego, CA, US",research,False,True,False
363481066,2026-05-20,Western Honey Bee,Apis mellifera,32.9642966667,-117.117775,"San Diego County, US-CA, US",research,False,True,False
363481001,2026-05-20,Western Honey Bee,Apis mellifera,32.9642866667,-117.117813833,"Paseo Cevera, San Diego, CA, US",research,False,True,False
363480658,2026-05-17,Western Honey Bee,Apis mellifera,33.7031412493,-118.004863865,"Huntington Beach, CA, US",research,False,True,False
363480048,2026-05-11,Peridot Sweat Bee,Augochlorella pomoniella,32.9250969722,-117.258291972,"La Jolla, San Diego, CA, USA",research,True,False,False
363477735,2025-08-29,Fine striped sweat bee,Agapostemon subtilior,34.293066063,-119.196884137,"Harmon Canyon Road, Ventura, CA, US",research,True,False,False
363477162,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,35.1651593136,-120.481281853,"California, US",research,True,False,False
363468865,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.939345,-117.251915,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
363456077,2026-05-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,33.1974833333,-117.31185,"Rancho del Oro Dr & Vista del Oro Dr, Oceanside, CA 92056, USA",research,True,False,False
363450734,2026-05-19,Western Honey Bee,Apis mellifera,32.9181500511,-116.880721696,"San Diego County, CA, USA",research,False,True,False
363450445,2026-04-17,Western Honey Bee,Apis mellifera,32.964425,-117.1176445,"Paseo Cevera, San Diego, CA, US",research,False,True,False
363445001,2026-05-18,Western Honey Bee,Apis mellifera,33.5864728997,-116.4554157,"Mountain Center, CA 92561, USA",research,False,True,False
363438681,2026-05-20,California Bumble Bee,Bombus californicus,33.5814242942,-117.613020163,Tesoro High School Fall 2023 - Spring 2024,research,True,False,False
363438404,2026-04-30,Western Honey Bee,Apis mellifera,32.919180237,-117.253973385,"La Jolla, San Diego, Californie, États-Unis",research,False,True,False
363438402,2026-04-30,Western Honey Bee,Apis mellifera,32.919071161,-117.253661971,"La Jolla, San Diego, Californie, États-Unis",research,False,True,False
363438352,2026-04-30,Western Honey Bee,Apis mellifera,32.7323821562,-117.149150532,"Balboa Park, San Diego, CA, États-Unis",research,False,True,False
363434473,2026-05-20,Western Honey Bee,Apis mellifera,33.5812624077,-117.614041853,"Tesoro Creek, Ladera Ranch, CA, US",research,False,True,False
363434009,2026-05-20,Western Honey Bee,Apis mellifera,33.5811794047,-117.614161051,"Tesoro Creek, Ladera Ranch, CA, US",research,False,True,False
363426618,2026-05-20,Western Honey Bee,Apis mellifera,33.5004944,-116.8003793,"Lake Riverside, CA 92536, USA",research,False,True,False
363421306,2026-05-20,Bindweed Turret Bee,Diadasia bituberculata,34.0857813774,-118.575952398,"Santa Ynez Canyon Trail, Los Angeles, CA, US",research,True,False,False
363415333,2026-05-19,Western Honey Bee,Apis mellifera,32.80648,-117.19203,"Clairemont, San Diego, CA, USA",research,False,True,False
363413518,2026-05-20,Western Honey Bee,Apis mellifera,33.8246601214,-118.326359826,"Crenshaw Blvd, Torrance, CA, US",research,False,True,False
363410928,2026-05-20,California Bumble Bee,Bombus californicus,33.5807616667,-117.612638333,"Tesoro Creek, Ladera Ranch, CA, US",research,True,False,False
363396341,2026-05-20,Western Honey Bee,Apis mellifera,32.9986916667,-116.90503,"Duraznitos Pl, Ramona, CA, US",research,False,True,False
363392431,2026-05-20,Western Honey Bee,Apis mellifera,33.5818607956,-117.614206342,"Tesoro Creek, Ladera Ranch, CA, US",research,False,True,False
363391365,2026-05-20,Western Honey Bee,Apis mellifera,33.4441011471,-117.088183321,"Temecula, CA, US",research,False,True,False
363390299,2026-05-20,Western Honey Bee,Apis mellifera,33.58190916,-117.61453096,"Las Flores, CA, USA",research,False,True,False
363389513,2026-05-20,Western Honey Bee,Apis mellifera,33.5812127942,-117.61425319,"Tesoro Creek, 拉的拉兰奇, CA, US",research,False,True,False
363388767,2026-05-20,Western Honey Bee,Apis mellifera,33.5812252167,-117.614014289,"Tesoro High School, Ladera Ranch, CA, US",research,False,True,False
363388435,2026-05-20,Western Honey Bee,Apis mellifera,33.5812190568,-117.614131077,"Tesoro Creek, Ladera Ranch, CA, US",research,False,True,False
363388151,2026-05-20,Western Honey Bee,Apis mellifera,33.5812105873,-117.614170523,"Tesoro Creek, Ladera Ranch, CA, US",research,False,True,False
363388116,2026-05-20,Western Honey Bee,Apis mellifera,33.58123869,-117.61415904,"Las Flores, CA, USA",research,False,True,False
