id,observed_on,species_common,species_scientific,latitude,longitude,place_guess,quality_grade,native,introduced,threatened
352386957,2026-04-23,Western Honey Bee,Apis mellifera,34.1086319592,-117.711887308,"Claremont, CA, US",research,False,True,False
352385214,2026-04-23,Western Honey Bee,Apis mellifera,34.0651473717,-118.441239276,"Hilgard Ave, Los Angeles, CA, US",research,False,True,False
352382400,2026-04-23,Western Honey Bee,Apis mellifera,34.1105388333,-117.710983333,"Claremont, CA, US",research,False,True,False
352382044,2026-04-23,Western Honey Bee,Apis mellifera,34.071675,-118.443358333,"Westwood Plaza, Los Angeles, CA, US",research,False,True,False
352375575,2026-04-23,Western Honey Bee,Apis mellifera,34.1099277778,-117.709266667,"Claremont, CA, USA",research,False,True,False
352372634,2026-04-23,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.1772489575,-118.471895491,"Sepulveda Dam Recreation Area, Los Angeles County, US-CA, US",research,True,False,False
352372627,2026-04-23,Valley Carpenter Bee,Xylocopa sonorina,34.1779543543,-118.472567489,"Woodley, Los Angeles, CA, USA",research,True,False,False
352372626,2026-04-23,California Bumble Bee,Bombus californicus,34.1779567526,-118.472570543,"Woodley, Los Angeles, CA, USA",research,True,False,False
352372617,2026-04-23,Tripartite Sweat Bee,Halictus tripartitus,34.1783072652,-118.472506694,"Woodley, Los Angeles, CA, USA",research,True,False,False
352371536,2026-04-20,Black-tailed Bumble Bee,Bombus melanopygus,33.9704804935,-117.318825107,"University, Riverside, CA 92507, USA",research,True,False,False
352366202,2026-04-23,Western Honey Bee,Apis mellifera,34.1103027886,-117.710051603,"Claremont, CA, US",research,False,True,False
352365483,2026-04-22,Cherry Plum Mining Bee,Andrena cerasifolii,33.6760233056,-117.591459944,"Trabuco Canyon, CA, USA",research,True,False,False
352364435,2026-04-23,Western Honey Bee,Apis mellifera,33.5723664907,-117.74890029,"Orange County, CA, USA",research,False,True,False
352363062,2026-04-23,Wide-striped Sweat Bee,Halictus farinosus,33.5806398305,-117.746709052,"Orange County, CA, USA",research,True,False,False
352362121,2026-04-23,Yellow-faced Bumble Bee,Bombus vosnesenskii,33.5807650988,-117.746623045,"Orange County, CA, USA",research,True,False,False
352360510,2026-04-23,Western Honey Bee,Apis mellifera,34.0716695,-118.443375,"Westwood Plaza, Los Angeles, CA, US",research,False,True,False
352357892,2026-04-23,Western Honey Bee,Apis mellifera,32.7219126763,-117.105453469,"City Heights, San Diego, CA, USA",research,False,True,False
352357244,2026-04-23,Western Honey Bee,Apis mellifera,33.68239124,-117.66367935,"Market-Portola, Lake Forest, CA 92610, USA",research,False,True,False
352355663,2026-02-21,Western Honey Bee,Apis mellifera,34.189748554,-118.460691002,"Haynes St, Los Angeles, CA, US",research,False,True,False
352355619,2026-04-23,Crotch's Bumble Bee,Bombus crotchii,33.7972463622,-117.179530402,"Riverside County, US-CA, US",research,True,False,True
352345704,2026-04-23,Western Honey Bee,Apis mellifera,33.7361278193,-116.865335429,"Denizen Heights Rd, Hemet, CA, US",research,False,True,False
352309964,2026-04-18,Western Honey Bee,Apis mellifera,32.7703387309,-117.119415052,"Normal Heights, CA, USA",research,False,True,False
352309032,2026-04-17,Western Honey Bee,Apis mellifera,34.1641122848,-118.383148117,"Hartsook St, Los Angeles, CA, US",research,False,True,False
352305061,2026-04-23,Western Honey Bee,Apis mellifera,34.01664816,-118.12188696,"Wilcox/Madison, Montebello, CA 90640, USA",research,False,True,False
352305029,2026-04-23,Western Honey Bee,Apis mellifera,34.0164063624,-118.121833771,"Montebello High School, Montebello, CA, US",research,False,True,False
352304360,2026-04-15,Western Honey Bee,Apis mellifera,33.8857476,-118.0978023,"Cerritos, CA, USA",research,False,True,False
352300974,2026-04-23,Western Honey Bee,Apis mellifera,34.0161278993,-118.121990712,"Montebello High School, Montebello, CA, US",research,False,True,False
352295045,2026-04-17,Western Honey Bee,Apis mellifera,32.5444763159,-117.065488472,"Chula Vista Radio Control Club; Tijuana River Valley, San Diego, California",research,False,True,False
352286520,2026-04-23,Western Honey Bee,Apis mellifera,34.0153749,-118.124598,"Wilcox/Whittier, Montebello, CA 90640, USA",research,False,True,False
352282648,2026-04-22,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.8437107967,-117.248370249,"La Jolla, San Diego, CA, USA",research,True,False,False
352282644,2026-04-22,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.8436472579,-117.248160873,"La Jolla, San Diego, CA, USA",research,True,False,False
352282642,2026-04-22,Western Honey Bee,Apis mellifera,32.8434777778,-117.247916667,"La Jolla, San Diego, CA, USA",research,False,True,False
352282072,2026-04-22,Bindweed Turret Bee,Diadasia bituberculata,32.8551666667,-117.037163333,"East Elliott, San Diego, CA 92071, USA",research,True,False,False
352280869,2026-04-22,Western Honey Bee,Apis mellifera,32.9625678803,-116.991230121,"Poway, CA, USA",research,False,True,False
352266142,2026-04-22,Valley Carpenter Bee,Xylocopa sonorina,34.3559333333,-119.309211667,"Foster Park, Ventura, CA, US",research,True,False,False
352199100,2026-04-22,Western Honey Bee,Apis mellifera,34.0170638333,-118.28592,"Exposition Park Rose Garden, Los Angeles, CA, US",research,False,True,False
352181000,2026-04-20,,Diadasia australis,33.8999466667,-117.947991667,"Fullerton, CA, US",research,True,False,False
352180939,2026-04-20,,Diadasia australis,33.899375,-117.943925,"Horse Trail, Fullerton, CA, US",research,True,False,False
352174578,2026-04-22,California Bumble Bee,Bombus californicus,34.365327917,-118.499521958,"Santa Clarita, CA, USA",research,True,False,False
352174382,2026-03-13,Western Honey Bee,Apis mellifera,32.8072729413,-116.949773021,"Broadway & Mollison Av, El Cajon, CA 92021, USA",research,False,True,False
352173995,2026-04-13,Western Honey Bee,Apis mellifera,32.7433334772,-116.942482777,"Cuyamaca College, Rancho San Diego, CA 92019, USA",research,False,True,False
352168515,2026-04-17,Western Honey Bee,Apis mellifera,33.608329832,-117.819562287,"California, US",research,False,True,False
352166627,2026-04-22,Western Honey Bee,Apis mellifera,33.8984138889,-117.507297222,"Corona, CA, USA",research,False,True,False
352165068,2026-04-22,California Bumble Bee,Bombus californicus,34.2703678971,-118.385240475,"Hansen Dam Recreation Area, Los Angeles, CA, US",research,True,False,False
352164777,2026-04-22,Western Honey Bee,Apis mellifera,33.8985138889,-117.507175,"Corona, CA, USA",research,False,True,False
352163200,2026-04-15,Bindweed Turret Bee,Diadasia bituberculata,34.2118036174,-118.802543739,"Thousand Oaks, CA, USA",research,True,False,False
352160987,2026-04-20,California Bumble Bee,Bombus californicus,34.2214,-118.8042,"Lang Ranch, Thousand Oaks, CA, US",research,True,False,False
352159499,2026-04-20,California Bumble Bee,Bombus californicus,34.2214,-118.8042,"Lang Ranch, Thousand Oaks, CA, US",research,True,False,False
352157942,2026-04-20,California Bumble Bee,Bombus californicus,34.2213,-118.8041,"Lang Ranch, Thousand Oaks, CA, US",research,True,False,False
352156949,2026-04-21,Western Honey Bee,Apis mellifera,33.8985777778,-117.507216667,"Corona, CA, USA",research,False,True,False
352156199,2026-04-20,California Bumble Bee,Bombus californicus,34.2211,-118.8004,"Lang Ranch, Thousand Oaks, CA, US",research,True,False,False
352153966,2026-04-21,Western Honey Bee,Apis mellifera,33.8984,-117.507383333,"Corona, CA, USA",research,False,True,False
352150795,2026-04-21,Western Honey Bee,Apis mellifera,32.715775,-116.708266,"Cleveland National Forest, Jamul, CA, US",research,False,True,False
352149034,2026-04-21,Tansy Mustard Sweat Bee,Lasioglossum sisymbrii,32.9416056,-117.2512325,"Margaret Fleming Nature Trail, San Diego, CA 92014, USA",research,True,False,False
352148900,2026-04-22,Valley Carpenter Bee,Xylocopa sonorina,33.8565276311,-117.957060735,"California, US",research,True,False,False
352148555,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9416056,-117.2512325,"Margaret Fleming Nature Trail, San Diego, CA 92014, USA",research,True,False,False
352145263,2026-04-11,Western Honey Bee,Apis mellifera,34.0465555556,-117.874405556,"Schabarum Skyline Trail, Walnut, CA",research,False,True,False
352142609,2026-04-22,Western Honey Bee,Apis mellifera,34.1654795409,-118.383950768,"Magnolia Blvd, Los Angeles, CA, US",research,False,True,False
352140276,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9397147587,-117.2512325,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
352139775,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9394536398,-117.251768942,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
352139395,2026-04-11,Western Honey Bee,Apis mellifera,34.04655,-117.874397222,"Schabarum Skyline Trail, Walnut, CA",research,False,True,False
352138655,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9394446353,-117.251736755,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
352138100,2026-04-14,Western Honey Bee,Apis mellifera,32.8803583333,-116.903153333,"Louis A. Stelzer County Park, Lakeside, CA, US",research,False,True,False
352135632,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.9392105276,-117.25205862,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
352134761,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.93891339,-117.252359028,"Del Mar Heights, San Diego, CA 92014, USA",research,True,False,False
352132887,2026-04-22,Western Honey Bee,Apis mellifera,34.0705707673,-118.450175643,"Charles E Young Dr W, Los Angeles, CA, US",research,False,True,False
352132826,2026-04-22,Western Honey Bee,Apis mellifera,34.0707256893,-118.450149752,"Charles E Young Dr W, Los Angeles, CA, US",research,False,True,False
352132419,2026-04-21,California Bumble Bee,Bombus californicus,32.9266716667,-117.25342,"Marsh Trail, San Diego, CA, US",research,True,False,False
352130712,2026-04-22,Western Honey Bee,Apis mellifera,33.9635891186,-117.922568141,"California, US",research,False,True,False
352129468,2026-04-22,Wide-striped Sweat Bee,Halictus farinosus,34.4658192717,-119.711171012,"Santa Barbara County, CA, USA",research,True,False,False
352115978,2026-04-22,California Bumble Bee,Bombus californicus,34.114291922,-117.715012188,"N Indian Hill Blvd, Claremont, CA, US",research,True,False,False
352103586,2026-04-22,Western Honey Bee,Apis mellifera,33.5983,-116.305922222,"Riverside County, CA, USA",research,False,True,False
352101570,2026-04-22,Sonoran Bumble Bee,Bombus sonorus,33.7748169605,-118.100542533,"College Estates, Long Beach, CA, USA",research,True,False,True
352096752,2026-04-22,Western Honey Bee,Apis mellifera,34.0178370399,-116.190948263,"Joshua Tree National Park, Riverside County, US-CA, US",research,False,True,False
352095906,2026-04-22,Western Honey Bee,Apis mellifera,32.7866466667,-117.143066667,"Encino Ave, San Diego, CA, US",research,False,True,False
352088016,2026-04-17,Western Honey Bee,Apis mellifera,34.164625,-118.383278333,"Magnolia Blvd, Los Angeles, CA, US",research,False,True,False
352087797,2026-04-22,Western Honey Bee,Apis mellifera,34.0154771693,-118.123968439,"N 21st St, Montebello, CA, US",research,False,True,False
352087056,2026-04-22,Western Honey Bee,Apis mellifera,34.5058280467,-117.817841135,"26116, Llano, CA 93544, USA",research,False,True,False
352086409,2026-04-22,Western Honey Bee,Apis mellifera,33.5687698061,-117.593240738,"Coto De Caza, CA 92679, USA",research,False,True,False
352084062,2026-04-22,Wide-striped Sweat Bee,Halictus farinosus,32.832705,-117.07615,"Mission Trails Regional Park San Diego, CA, US",research,True,False,False
352081934,2026-04-09,Crotch's Bumble Bee,Bombus crotchii,33.973745,-117.317628333,"W Broadbent Dr, Riverside, CA, US",research,True,False,True
352079196,2026-04-09,Western Honey Bee,Apis mellifera,34.0540416667,-118.710471667,"Los Angeles County, CA, USA",research,False,True,False
352077756,2026-04-22,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.7326466667,-117.146897167,"El Prado, San Diego, CA, US",research,True,False,False
352073246,2026-04-21,Western Honey Bee,Apis mellifera,33.7978333333,-118.406297222,"Malaga Cove, Palos Verdes Estates, CA 90274, USA",research,False,True,False
352072301,2026-04-22,Western Honey Bee,Apis mellifera,34.1524958886,-118.13976841,"N Oakland Ave, Pasadena, CA, US",research,False,True,False
352071613,2026-04-21,Western Honey Bee,Apis mellifera,33.7973805556,-118.407025,"Palos Verdes Estates, CA 90274, USA",research,False,True,False
352071475,2026-04-21,Western Honey Bee,Apis mellifera,33.7963722222,-118.407019444,"Palos Verdes Estates, CA 90274, USA",research,False,True,False
352068597,2026-04-22,Valley Carpenter Bee,Xylocopa sonorina,33.6751861572,-117.168006897,Menifee,research,True,False,False
352059996,2026-04-22,Western Honey Bee,Apis mellifera,34.1322222222,-118.046944444,"Huntington / Holly, Arcadia, CA 91007, USA",research,False,True,False
352059832,2026-04-07,Valley Carpenter Bee,Xylocopa sonorina,34.5715333333,-118.051305556,"Palmdale, CA, USA",research,True,False,False
352054708,2026-04-22,Western Honey Bee,Apis mellifera,34.1431403724,-117.535546304,"Banyan St, Rancho Cucamonga, CA, US",research,False,True,False
352040833,2026-04-22,Western Honey Bee,Apis mellifera,34.1914967572,-116.511597424,"Acacia Ave, Pioneertown, CA, US",research,False,True,False
352039312,2026-04-22,Western Honey Bee,Apis mellifera,34.01555,-118.475646667,"14th St, Santa Monica, CA, US",research,False,True,False
352030892,2026-04-22,Western Honey Bee,Apis mellifera,34.0158419016,-118.122781887,"Montebello High School, Montebello, CA, US",research,False,True,False
352029766,2026-04-22,Western Honey Bee,Apis mellifera,34.010216,-118.1085815,"W Whittier Blvd, Montebello, CA, US",research,False,True,False
352029644,2026-04-22,Western Honey Bee,Apis mellifera,34.0158295411,-118.122799959,"Montebello High School, Montebello, CA, US",research,False,True,False
351932985,2026-04-16,Western Honey Bee,Apis mellifera,33.8399159776,-118.315339144,"Torrance, CA, USA",research,False,True,False
351917198,2026-04-18,,Perdita arenaria,34.8947591017,-115.702605639,"San Bernardino County, CA, USA",research,True,False,False
351914530,2026-04-21,Crotch's Bumble Bee,Bombus crotchii,33.967757,-118.439151,"Ballona Wetlands Ecological Reserve, Ca.",research,True,False,True
351914200,2026-04-21,Sonoran Bumble Bee,Bombus sonorus,33.967728,-118.439182,"Ballona Wetlands Ecological Reserve, Ca.",research,True,False,True
351910422,2026-04-21,Western Honey Bee,Apis mellifera,32.866295,-117.247391667,"San Diego, CA, US",research,False,True,False
351908491,2026-04-18,Western Honey Bee,Apis mellifera,35.3337089905,-120.827326511,"Morro Bay State Park, Los Osos, CA, US",research,False,True,False
351904962,2026-04-20,,Trachusa larreae,33.1014826818,-116.501426408,"San Diego County, CA, USA",research,True,False,False
351900653,2026-04-20,Western Honey Bee,Apis mellifera,33.575045,-116.500938333,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",research,False,True,False
351899687,2026-04-18,Lovely-horned Fairy Bee,Perdita callicerata,34.8946302809,-115.702642352,"San Bernardino County, CA, USA",research,True,False,False
351898159,2026-04-21,California Bumble Bee,Bombus californicus,33.4688833333,-117.044677833,"Temecula, CA, US",research,True,False,False
351891885,2026-04-19,Western Honey Bee,Apis mellifera,34.4719425513,-119.714145085,"Santa Barbara County, CA, USA",research,False,True,False
351891703,2026-04-18,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.4681995261,-119.708609688,"Santa Barbara County, CA, USA",research,True,False,False
351891480,2026-04-21,Orange-tipped Woodborer,Lithurgopsis apicalis,33.0258166667,-116.430830556,"San Diego County, CA, USA",research,True,False,False
351891370,2026-04-21,Orange-tipped Woodborer,Lithurgopsis apicalis,33.025575,-116.430594444,"San Diego County, CA, USA",research,True,False,False
351891099,2026-04-21,Orange-tipped Woodborer,Lithurgopsis apicalis,33.0255583333,-116.430741667,"San Diego County, CA, USA",research,True,False,False
351890887,2026-04-19,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.9513300455,-118.137043372,"California, US",research,True,False,False
351890885,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.0267102379,-118.107956102,"Kern County, US-CA, US",research,True,False,True
351890884,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.0752759182,-118.149422058,"Kern County, US-CA, US",research,True,False,True
351890883,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.0480873774,-118.080927743,"Kern County, US-CA, US",research,True,False,True
351890880,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.1699036888,-118.047851935,"Kern County, US-CA, US",research,True,False,True
351890878,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.1816341061,-118.164091385,"Kern County, US-CA, US",research,True,False,True
351890616,2026-04-21,,Centris rhodopus,33.0257083333,-116.4302,"San Diego County, CA, USA",research,False,False,False
351888796,2025-07-18,Yellow-faced Bumble Bee,Bombus vosnesenskii,32.7866533333,-117.142052833,"Encino Ave, San Diego, CA, US",research,True,False,False
351884794,2026-04-21,Western Honey Bee,Apis mellifera,34.0092111111,-116.687741667,"Whitewater, CA 92282, USA",research,False,True,False
351884462,2026-04-18,Western Honey Bee,Apis mellifera,34.1717881305,-116.547792669,"San Bernardino County, CA, USA",research,False,True,False
351883484,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.142915308,-118.103479772,"Kern County, US-CA, US",research,True,False,True
351883483,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.0461851701,-118.127951941,"Kern County, US-CA, US",research,True,False,True
351883478,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.1592420975,-118.172215002,"Kern County, US-CA, US",research,True,False,True
351883475,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.1742084636,-118.151812447,"Kern County, US-CA, US",research,True,False,True
351883474,2026-04-18,Crotch's Bumble Bee,Bombus crotchii,35.0393243849,-118.072903909,"Kern County, US-CA, US",research,True,False,True
351882413,2026-04-18,Western Honey Bee,Apis mellifera,34.1716416667,-116.548195,"5FC2+MP Pioneertown, CA, USA",research,False,True,False
351881998,2026-04-18,Western Honey Bee,Apis mellifera,34.1716416667,-116.548195,"5FC2+MP Pioneertown, CA, USA",research,False,True,False
351880353,2026-04-21,Western Honey Bee,Apis mellifera,34.0738361667,-118.45485,"Los Angeles, CA, US",research,False,True,False
351880236,2026-04-21,Crotch's Bumble Bee,Bombus crotchii,33.6043888889,-117.560652778,"Orange County, US-CA, US",research,True,False,True
351878849,2026-04-18,Red-tailed Micro-Shortface,Micralictoides ruficaudus,32.9215027778,-117.257027778,"La Jolla, San Diego, CA, USA",research,True,False,False
351874496,2026-04-13,Western Honey Bee,Apis mellifera,33.9987430527,-117.853782334,"California, US",research,False,True,False
351874382,2026-04-13,Western Honey Bee,Apis mellifera,33.8832985348,-117.827815899,"California, US",research,False,True,False
351871189,2026-04-20,Urbane Digger Bee,Anthophora urbana,33.5739383333,-116.501428333,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",research,True,False,False
351868820,2026-04-04,Western Honey Bee,Apis mellifera,34.1029150967,-117.710365624,"E Ninth St, Claremont, CA, US",research,False,True,False
351868104,2026-04-21,California Bumble Bee,Bombus californicus,34.1143260431,-117.714979174,"N Indian Hill Blvd, Claremont, CA, US",research,True,False,False
351861303,2026-04-21,Western Honey Bee,Apis mellifera,33.5512569102,-117.71771412,"Laguna Niguel, CA, USA",research,False,True,False
351857577,2026-04-21,Western Honey Bee,Apis mellifera,34.0218776287,-118.045665797,"Los Angeles County, US-CA, US",research,False,True,False
351852609,2026-04-21,Western Honey Bee,Apis mellifera,34.0738528333,-118.454841667,"Los Angeles, CA, US",research,False,True,False
351839980,2026-04-21,Fine striped sweat bee,Agapostemon subtilior,32.674205,-117.23987,"Cabrillo National Monument, San Diego, CA, US",research,True,False,False
351839573,2026-04-16,Western Honey Bee,Apis mellifera,32.5879786462,-117.106454438,"Egger Highlands, San Diego, CA, USA",research,False,True,False
351839180,2026-04-21,California Bumble Bee,Bombus californicus,32.6716416667,-117.240805,"Cabrillo National Monument, San Diego, CA, US",research,True,False,False
351837426,2026-04-21,Western Honey Bee,Apis mellifera,34.0275195,-116.990403333,"Wildwood Canyon State Park, Yucaipa, CA, US",research,False,True,False
351837040,2026-04-21,Ochraceous Chimney Bee,Diadasia ochracea,32.6741666667,-117.239525,"Cabrillo National Monument, San Diego, CA, US",research,True,False,False
351835537,2026-04-21,Western Honey Bee,Apis mellifera,32.7360353,-117.1509849,"2920 Zoo Dr, San Diego, CA 92101, USA",research,False,True,False
351834924,2026-04-21,Western Honey Bee,Apis mellifera,32.7352777778,-117.153333333,"Balboa Park, San Diego, CA, USA",research,False,True,False
351834920,2026-04-21,Western Honey Bee,Apis mellifera,32.7360353,-117.1509849,"2920 Zoo Dr, San Diego, CA 92101, USA",research,False,True,False
351828260,2026-04-21,Western Honey Bee,Apis mellifera,34.0874141163,-118.174217134,"Huntington Dr S, Los Angeles, CA, US",research,False,True,False
351823796,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,33.5482366667,-117.722711667,"Aliso Creek Trail, Aliso Viejo, CA, US",research,True,False,False
351820988,2026-02-18,Western Honey Bee,Apis mellifera,34.406595,-119.734596667,"Las Positas Rd, Santa Barbara, CA, US",research,False,True,False
351813691,2026-04-15,Western Honey Bee,Apis mellifera,32.8452587069,-117.042521329,Mission Regional Northeast,research,False,True,False
351813041,2026-04-20,Western Honey Bee,Apis mellifera,34.0728241693,-118.439900873,"Los Angeles, CA, US",research,False,True,False
351810930,2026-04-20,,Habropoda depressa,34.2137,-118.7945,"Cosca Trail Lang Ranch, Thousand Oaks, CA, US",research,False,False,False
351809958,2026-04-20,Wide-striped Sweat Bee,Halictus farinosus,34.2137,-118.7944,"Cosca Trail Lang Ranch, Thousand Oaks, CA, US",research,True,False,False
351808568,2026-04-15,Western Honey Bee,Apis mellifera,33.8488083333,-118.100686111,"Lakewood, CA, USA",research,False,True,False
351804361,2026-04-21,Western Honey Bee,Apis mellifera,33.6972769107,-116.350326986,"Riverside County, US-CA, US",research,False,True,False
351803600,2026-04-21,Valley Carpenter Bee,Xylocopa sonorina,33.8125495911,-117.836395264,Orange,research,True,False,False
351800743,2026-04-19,Western Honey Bee,Apis mellifera,32.7558268,-117.1972614,"2829 Juan St, San Diego, CA 92110, USA",research,False,True,False
351796811,2026-04-12,,Trachusa larreae,34.7974820195,-115.620039316,"Essex, CA, US",research,True,False,False
351789832,2026-04-18,Western Honey Bee,Apis mellifera,33.8231979135,-116.455224305,"Date Palm at McCallum, Cathedral City, CA 92234, USA",research,False,True,False
351785741,2026-04-20,Western Honey Bee,Apis mellifera,32.9642866667,-117.117683333,"Paseo Cevera, San Diego, CA, US",research,False,True,False
351785386,2026-04-19,Western Honey Bee,Apis mellifera,33.6048427779,-117.753152636,"Laguna Beach, CA, USA",research,False,True,False
351782051,2026-04-11,Tripartite Sweat Bee,Halictus tripartitus,34.1746459828,-118.894952505,"Newbury Park, Thousand Oaks, CA 91320, USA",research,True,False,False
351766674,2026-04-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.2086,-118.8327,"Sapwi Trails Community Park, Thousand Oaks, CA, US",research,True,False,False
351766385,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.2798083333,-118.800413333,"W Easy St, Simi Valley, CA, US",research,True,False,False
351766225,2026-04-21,California Bumble Bee,Bombus californicus,34.278175,-118.808053333,"Simi Valley, CA, US",research,True,False,False
351765614,2026-04-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.2086,-118.8328,"Sapwi Trails Community Park, Thousand Oaks, CA, US",research,True,False,False
351755396,2026-04-09,Golden-haired Miner Bee,Andrena auricoma,34.1746459828,-118.894952505,"Newbury Park, Thousand Oaks, CA 91320, USA",research,True,False,False
351746826,2026-04-21,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.2002133333,-118.853905,"E Janss Rd, Thousand Oaks, CA, US",research,True,False,False
351741410,2026-04-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.0983865605,-118.584342639,"Pacific Palisades, Los Angeles, CA, USA",research,True,False,False
351741279,2026-04-20,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.0957674356,-118.586269912,"Topanga, CA, USA",research,True,False,False
351741267,2026-04-20,Crotch's Bumble Bee,Bombus crotchii,34.095734696,-118.586271203,"Topanga, CA, USA",research,True,False,True
351740175,2026-04-13,Western Honey Bee,Apis mellifera,34.2073689192,-118.838179526,Sapwi trails,research,False,True,False
351735189,2026-04-20,Fine striped sweat bee,Agapostemon subtilior,34.0555577783,-118.513888612,"Pacific Palisades, Los Angeles, CA, USA",research,True,False,False
351728336,2026-02-10,Yellow-faced Bumble Bee,Bombus vosnesenskii,34.1634055,-117.288321667,"W 40th St, San Bernardino, CA, US",research,True,False,False
351713124,2026-04-19,Western Honey Bee,Apis mellifera,33.8984111111,-117.507119444,"Corona, CA, USA",research,False,True,False
351709260,2026-04-19,Western Honey Bee,Apis mellifera,33.8985555556,-117.507247222,"Corona, CA, USA",research,False,True,False
351705777,2026-04-18,Valley Carpenter Bee,Xylocopa sonorina,33.8985416667,-117.507191667,"Corona, CA, USA",research,True,False,False
351663978,2025-09-09,Peridot Sweat Bee,Augochlorella pomoniella,32.66833,-117.244263333,"Coastal Trail, San Diego, CA, US",research,True,False,False
351662972,2026-04-20,Western Honey Bee,Apis mellifera,34.1265971667,-118.114608333,"San Marino, CA, US",research,False,True,False
351660864,2023-03-25,Western Honey Bee,Apis mellifera,33.460945,-117.712416667,"Dana Point Headland, Dana Point, CA, US",research,False,True,False
351650461,2026-04-19,Western Honey Bee,Apis mellifera,34.71347,-120.46267,"Galaxy Way, Lompoc, CA, US",research,False,True,False
351650356,2026-04-19,Western Honey Bee,Apis mellifera,34.713475,-120.462661667,"Galaxy Way, Lompoc, CA, US",research,False,True,False
351639903,2026-04-19,Fine striped sweat bee,Agapostemon subtilior,34.4325601004,-119.994430115,"Santa Barbara County, US-CA, US",research,True,False,False
351639034,2026-04-20,Western Honey Bee,Apis mellifera,34.3009,-119.302405,"CA-33 S, Ventura, CA, US",research,False,True,False
351637716,2026-04-20,Bindweed Turret Bee,Diadasia bituberculata,34.0562241667,-118.514469167,"Pacific Palisades, Los Angeles, CA, USA",research,True,False,False
351634907,2026-04-18,Western Honey Bee,Apis mellifera,33.7933266389,-117.657043333,"Orange County, CA, USA",research,False,True,False
351625768,2026-04-10,Valley Carpenter Bee,Xylocopa sonorina,34.0736528333,-117.182428333,"W Pennsylvania Ave, Redlands, CA, US",research,True,False,False
351624518,2026-03-08,Western Honey Bee,Apis mellifera,34.10685,-116.105866667,"Fortynine Palms Oasis Trail, Twentynine Palms, CA, US",research,False,True,False
351601502,2026-04-20,California Bumble Bee,Bombus californicus,34.0547663883,-118.513088888,"Pacific Palisades, Los Angeles, CA, USA",research,True,False,False
351599714,2026-04-20,Western Honey Bee,Apis mellifera,33.6052055975,-116.439093647,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",research,False,True,False
351597842,2026-04-20,Bindweed Turret Bee,Diadasia bituberculata,34.056090555,-118.514545278,"Pacific Palisades, Los Angeles, CA, USA",research,True,False,False
351596707,2026-04-16,Fine striped sweat bee,Agapostemon subtilior,32.9227133333,-117.257636667,"Torrey Pines State Natural Reserve, San Diego, CA, US",research,True,False,False
351595334,2026-04-20,Bindweed Turret Bee,Diadasia bituberculata,34.0562011117,-118.514473333,"Pacific Palisades, Los Angeles, CA, USA",research,True,False,False
351593930,2026-04-20,Western Honey Bee,Apis mellifera,34.1531987862,-118.305899541,"Los Angeles County, US-CA, US",research,False,True,False
351591842,2026-04-18,Western Honey Bee,Apis mellifera,35.4495586489,-120.908427299,"Cayucos, CA 93430, USA",research,False,True,False
351586322,2026-04-20,Black-tailed Bumble Bee,Bombus melanopygus,33.7740366667,-117.890611667,"Memory Lane Park, Santa Ana, CA, US",research,True,False,False
